X;Result
3.2200000000;7.3445266533
3.2300000000;7.4481766725
3.2400000000;7.5529956713
3.2500000000;7.6589960342
3.2600000000;7.7661902814
3.2700000000;7.8745910694
3.2800000000;7.9842111928
3.2900000000;8.0950635848
3.3000000000;8.2071613187
3.3100000000;8.3205176088
3.3200000000;8.4351458116
3.3300000000;8.5510594268
3.3400000000;8.6682720989
3.3500000000;8.7867976175
3.3600000000;8.9066499195
3.3700000000;9.0278430893
3.3800000000;9.1503913606
3.3900000000;9.2743091173
3.4000000000;9.3996108947
3.4100000000;9.5263113808
3.4200000000;9.6544254174
3.4300000000;9.7839680014
3.4400000000;9.9149542858
3.4500000000;10.0473995814
3.4600000000;10.1813193573
3.4700000000;10.3167292428
3.4800000000;10.4536450284
3.4900000000;10.5920826670
3.5000000000;10.7320582751
3.5100000000;10.8735881344
3.5200000000;11.0166886926
3.5300000000;11.1613765653
3.5400000000;11.3076685365
3.5500000000;11.4555815608
3.5600000000;11.6051327639
3.5700000000;11.7563394444
3.5800000000;11.9092190751
3.5900000000;12.0637893041
3.6000000000;12.2201846305
3.6100000000;12.3781951326
3.6200000000;12.5379504698
3.6300000000;12.6994690138
3.6400000000;12.8627693191
3.6500000000;13.0278701237
3.6600000000;13.1947903512
3.6700000000;13.3635491118
3.6800000000;13.5341657039
3.6900000000;13.7066596154
3.7000000000;13.8810505251
3.7100000000;14.0573583044
3.7200000000;14.2356030186
3.7300000000;14.4158049283
3.7400000000;14.5979844907
3.7500000000;14.7821623617
3.7600000000;14.9683593967
3.7700000000;15.1565966525
3.7800000000;15.3468953887
3.7900000000;15.5392770690
3.8000000000;15.7337633631
3.8100000000;15.9303761481
3.8200000000;16.1291375099
3.8300000000;16.3300697447
3.8400000000;16.5331953610
3.8500000000;16.7385370805
3.8600000000;16.9461178402
3.8700000000;17.1559607940
3.8800000000;17.3680893137
3.8900000000;17.5825269913
3.9000000000;17.7992976402
3.9100000000;18.0184252969
3.9200000000;18.2399342227
3.9300000000;18.4638489052
3.9400000000;18.6901940602
3.9500000000;18.9189946329
3.9600000000;19.1502758000
3.9700000000;19.3840629713
3.9800000000;19.6203817911
3.9900000000;19.8594528072
4.0000000000;20.1009210191
4.0100000000;20.3449995500
4.0200000000;20.5917150105
4.0300000000;20.8410942546
4.0400000000;21.0931643818
4.0500000000;21.3479527383
4.0600000000;21.6054869192
4.0700000000;21.8657947702
4.0800000000;22.1289043892
4.0900000000;22.3948441279
4.1000000000;22.6636425943
4.1100000000;22.9353286538
4.1200000000;23.2099314313
4.1300000000;23.4874803129
4.1400000000;23.7680049480
4.1500000000;24.0515352507
4.1600000000;24.3381014019
4.1700000000;24.6277338514
4.1800000000;24.9204633191
4.1900000000;25.2163207976
4.2000000000;25.5153375535
4.2100000000;25.8175451296
